phenotype,phecode,category,node_name,node_id,score
Heart failure with reduced EF [Systolic or combined heart failure],428.3,circulatory system,Aplastic anaemia,306058006,1
Heart failure with reduced EF [Systolic or combined heart failure],428.3,circulatory system,Chill,43724002,1
Heart failure with reduced EF [Systolic or combined heart failure],428.3,circulatory system,Systolic dysfunction,371037005,5
Heart failure with reduced EF [Systolic or combined heart failure],428.3,circulatory system,Blepharospasm,59026006,1
Heart failure with reduced EF [Systolic or combined heart failure],428.3,circulatory system,Insomnia,193462001,1
Heart failure with reduced EF [Systolic or combined heart failure],428.3,circulatory system,CHD - Congenital heart disease,13213009,4
Heart failure with reduced EF [Systolic or combined heart failure],428.3,circulatory system,Congenital funnel chest,391982004,4
Heart failure with reduced EF [Systolic or combined heart failure],428.3,circulatory system,CCA - Cardiac catheterisation,41976001,4
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,Pruritic dermatitis,279333002,1
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,Apnea,1023001,5
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,Cardiac murmur,88610006,5
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,Debility,13791008,1
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,Congenital atresia of pulmonary valve,204342004,3
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,Systolic dysfunction,371037005,3
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,Bile stasis,33688009,1
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,CD - Conductive deafness,44057004,1
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,LVF - Left ventricular failure,85232009,5
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,Aching muscles,68962001,3
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,Cardiomyopathy,85898001,5
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,CHB - Complete heart block,27885002,3
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,CTx - Cardiac transplant,32413006,5
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,Cardiac US scan,40701008,5
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,Coughing up blood,66857006,1
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,CCA - Cardiac catheterisation,41976001,4
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,AS - Aortic stenosis,60573004,3
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,TEE procedure,105376000,5
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,CD - Celiac disease,396331005,1
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,AC - Amniocentesis,34536000,1
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,Cardiac failure,84114007,5
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,Impingement syndrome of shoulder,239960007,1
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,Ebstein anomaly of tricuspid valve,204357006,3
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,AVR - Aortic valve replacement,26212005,5
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,AI - Aortic incompetence,60234000,5
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,Disorder of heart valve,368009,5
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,"Malignant lymphoma, non-Hodgkin's type",118601006,1
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,Colonic ischaemia,30588004,1
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,HLTx - Heart lung transplant,32477003,5
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,Bacteraemia,5758002,3
Heart failure with preserved EF [Diastolic heart failure],428.4,circulatory system,CHD - Congenital heart disease,13213009,4
Cerebral atherosclerosis,433.12,circulatory system,Localised amyloidosis,56871000,2
Cerebral atherosclerosis,433.12,circulatory system,Rest tremor,25082004,2
Cerebral atherosclerosis,433.12,circulatory system,Contusion of thigh,84416003,1
Cerebral atherosclerosis,433.12,circulatory system,ARAS - Atherosclerotic renal artery stenosis,302910002,3
Cerebral atherosclerosis,433.12,circulatory system,LUTS - Lower urinary tract symptoms,307541003,1
Cerebral atherosclerosis,433.12,circulatory system,Thryroglossal duct cyst,39462005,1
Cerebral atherosclerosis,433.12,circulatory system,Carcinoma of bladder,255108000,1
Cerebral atherosclerosis,433.12,circulatory system,Planned pregnancy,169565003,1
Cerebral atherosclerosis,433.12,circulatory system,Secondary Parkinson disease,230292008,3
Cerebral atherosclerosis,433.12,circulatory system,"Death in family, NOS",398033008,1
Cerebral atherosclerosis,433.12,circulatory system,Postoperative pain,213299007,1
Cerebral atherosclerosis,433.12,circulatory system,Injuries of penis,110015006,1
Cerebral atherosclerosis,433.12,circulatory system,Esophageal reflux with esophagitis,266433003,1
Cerebral atherosclerosis,433.12,circulatory system,Postsurgical menopause,371036001,1
Cerebral atherosclerosis,433.12,circulatory system,Acquired hypogammaglobulinaemia,23238000,1
Cerebral atherosclerosis,433.12,circulatory system,Muscle tear,262966007,1
Cerebral atherosclerosis,433.12,circulatory system,Breathlessness on exertion,60845006,2
Cerebral atherosclerosis,433.12,circulatory system,Abdominal aortic aneurysm without rupture,75878002,1
Cerebral atherosclerosis,433.12,circulatory system,Repair of aneurysm of abdominal aorta,405525004,1
Cerebral atherosclerosis,433.12,circulatory system,Aneurysm of popliteal artery,48273005,1
Cerebral atherosclerosis,433.12,circulatory system,ABC - Aneurysmal bone cyst,203468000,1
Cerebral atherosclerosis,433.12,circulatory system,Nicotine dependence,56294008,1
Cerebral atherosclerosis,433.12,circulatory system,Polyp in nasopharynx,373610002,1
Cerebral atherosclerosis,433.12,circulatory system,CA - Secondary cancer,128462008,1
Cerebral atherosclerosis,433.12,circulatory system,Cortical basal ganglionic degeneration,18842008,3
Cerebral atherosclerosis,433.12,circulatory system,Poor short-term memory,247592009,3
Cerebral atherosclerosis,433.12,circulatory system,Rupture achilles tendon,429513001,1
Cerebral atherosclerosis,433.12,circulatory system,Metatarsalgia,10085004,1
Cerebral atherosclerosis,433.12,circulatory system,Congenital absence of umbilical artery,204470001,1
Cerebral atherosclerosis,433.12,circulatory system,Lymphatic edema,234097001,1
Cerebral atherosclerosis,433.12,circulatory system,Drug poisoning,7895008,1
Cerebral atherosclerosis,433.12,circulatory system,Numbness of foot,309538000,3
Cerebral atherosclerosis,433.12,circulatory system,Creation of gastrostomy,54956002,1
Transient cerebral ischemia,433.31,circulatory system,AP - Angina pectoris,194828000,2
Transient cerebral ischemia,433.31,circulatory system,Focal epilepsy,29753000,4
Transient cerebral ischemia,433.31,circulatory system,Benign retention cyst,79883001,1
Transient cerebral ischemia,433.31,circulatory system,Ischaemia,52674009,4
Transient cerebral ischemia,433.31,circulatory system,Cartilaginous exostosis,52299001,1
Transient cerebral ischemia,433.31,circulatory system,Supernumerary teeth,367534004,1
Transient cerebral ischemia,433.31,circulatory system,Bad memory,386807006,2
Transient cerebral ischemia,433.31,circulatory system,Coronary artery spasm,23687008,2
Transient cerebral ischemia,433.31,circulatory system,ASHD - Atherosclerotic heart disease,53741008,2
Transient cerebral ischemia,433.31,circulatory system,AHG deficiency disease,28293008,3
Transient cerebral ischemia,433.31,circulatory system,Dyspepsia,162031009,1
Transient cerebral ischemia,433.31,circulatory system,Aneurysm,432119003,4
Transient cerebral ischemia,433.31,circulatory system,Peripheral arterial disease,399957001,4
Transient cerebral ischemia,433.31,circulatory system,RAS - Renal artery stenosis,302233006,2
Transient cerebral ischemia,433.31,circulatory system,Heart rate fast,3424008,2
Transient cerebral ischemia,433.31,circulatory system,Cardiac ischemia,414795007,2
Transient cerebral ischemia,433.31,circulatory system,Seborrheic wart,50563003,1
Transient cerebral ischemia,433.31,circulatory system,Pleurisy,196075003,1
Transient cerebral ischemia,433.31,circulatory system,DKA - diabetic ketoacidosis,420422005,1
Transient cerebral ischemia,433.31,circulatory system,Angiospasm,71772004,4
Transient cerebral ischemia,433.31,circulatory system,Renal tubular acidosis,1776003,1
Transient cerebral ischemia,433.31,circulatory system,AAA - Abdominal aortic aneurysm,233985008,1
Transient cerebral ischemia,433.31,circulatory system,Procidentia of rectum,57773001,1
Transient cerebral ischemia,433.31,circulatory system,Cholesterol measurement,77068002,1
Transient cerebral ischemia,433.31,circulatory system,Retinal detachment due to full thickness retinal tear,19620000,1
Transient cerebral ischemia,433.31,circulatory system,Arterial occlusion,2929001,4
Transient cerebral ischemia,433.31,circulatory system,Dysmetabolic syndrome X,237602007,1
Transient cerebral ischemia,433.31,circulatory system,Acquired aortoarteritis,359789008,1
Transient cerebral ischemia,433.31,circulatory system,Absence of bladder continence,165232002,1
Transient cerebral ischemia,433.31,circulatory system,Abrasion of skin,37236007,1
Transient cerebral ischemia,433.31,circulatory system,At risk of CHD,315016007,2
Transient cerebral ischemia,433.31,circulatory system,Cardiac infarction,22298006,2
Transient cerebral ischemia,433.31,circulatory system,CVD - cardiovascular disease,49601007,2
Moyamoya disease,433.32,circulatory system,LP - Lumbar puncture,277762005,3
Moyamoya disease,433.32,circulatory system,Iridocyclitis,77971008,1
Moyamoya disease,433.32,circulatory system,Naevus flammeus,416377005,1
Moyamoya disease,433.32,circulatory system,Cobalamin deficiency,190634004,1
Moyamoya disease,433.32,circulatory system,IC - Interstitial cystitis,197834003,1
Moyamoya disease,433.32,circulatory system,Mitochondrial myopathy,16851005,1
Moyamoya disease,433.32,circulatory system,Bruit,70466008,1
Moyamoya disease,433.32,circulatory system,Endometriosis,129103003,1
Moyamoya disease,433.32,circulatory system,AC - Amniocentesis,34536000,1
Moyamoya disease,433.32,circulatory system,Cerebral aneurysm,128609009,5
Moyamoya disease,433.32,circulatory system,"Brain damage, NOS",81308009,5
Moyamoya disease,433.32,circulatory system,SAH - Subarachnoid haemorrhage,21454007,4
Moyamoya disease,433.32,circulatory system,Anisocoria,13045009,3
Moyamoya disease,433.32,circulatory system,Sinusitis,36971009,1
Moyamoya disease,433.32,circulatory system,Ammonia dermatitis,91487003,1
Moyamoya disease,433.32,circulatory system,Intracranial haemorrhage,1386000,5
Moyamoya disease,433.32,circulatory system,Bronchiectasis,12295008,1
Moyamoya disease,433.32,circulatory system,Arteriovenous fistula,439470001,1
Moyamoya disease,433.32,circulatory system,AVM - Cerebral arteriovenous malformation,234142008,5
Moyamoya disease,433.32,circulatory system,Excessive liquor,86203003,1
Moyamoya disease,433.32,circulatory system,AV - Congenital arteriovenous anomaly,234141001,5
Moyamoya disease,433.32,circulatory system,Coccidioidomycosis,60826002,1
Moyamoya disease,433.32,circulatory system,Capillary angioma,195382003,1
Moyamoya disease,433.32,circulatory system,Ischaemic stroke,422504002,5
Moyamoya disease,433.32,circulatory system,Foot pain,47933007,1
Moyamoya disease,433.32,circulatory system,Hallucination,7011001,2
Moyamoya disease,433.32,circulatory system,CCM - Congestive cardiomyopathy,399020009,1
Moyamoya disease,433.32,circulatory system,Injury of knee,125601008,1
Moyamoya disease,433.32,circulatory system,CEA - Carotid endarterectomy,66951008,4
Cerebral aneurysm,433.5,circulatory system,Cerebral edema,2032001,4
Cerebral aneurysm,433.5,circulatory system,Pseudoaneurysm,443089001,5
Cerebral aneurysm,433.5,circulatory system,OSA - Obstructive sleep apnea,78275009,1
Cerebral aneurysm,433.5,circulatory system,Bruit,70466008,5
Cerebral aneurysm,433.5,circulatory system,Transient ischemic attack,266257000,5
Cerebral aneurysm,433.5,circulatory system,Cryptorchidism,204878001,1
Cerebral aneurysm,433.5,circulatory system,AV - Congenital arteriovenous anomaly,234141001,5
Cerebral aneurysm,433.5,circulatory system,CA - Liver cancer,93870000,1
Cerebral aneurysm,433.5,circulatory system,Aneurysmal haematoma,22036004,5
Cerebral aneurysm,433.5,circulatory system,CEA - Carotid endarterectomy,66951008,5
Cerebral aneurysm,433.5,circulatory system,GSI - Genuine stress incontinence,22220005,1
Cerebral aneurysm,433.5,circulatory system,Angiopathy,27550009,5
Cerebral aneurysm,433.5,circulatory system,Retinopathy due to diabetes mellitus,4855003,3
Cerebral aneurysm,433.5,circulatory system,SPL - Spondylolisthesis,274152003,1
Cerebral aneurysm,433.5,circulatory system,Arteriovenous fistula,439470001,4
Cerebral aneurysm,433.5,circulatory system,Disease of spinal cord,48522003,1
Cerebral aneurysm,433.5,circulatory system,Arterial occlusion,2929001,5
Cerebral aneurysm,433.5,circulatory system,Globin abnormality,80141007,1
Cerebral aneurysm,433.5,circulatory system,Gingivostomatitis,20607006,1
Cerebral aneurysm,433.5,circulatory system,OM - Otitis media,65363002,1
Cerebral aneurysm,433.5,circulatory system,Restless,24199005,1
Cerebral aneurysm,433.5,circulatory system,Disease caused by fungus,3218000,1
Cerebral aneurysm,433.5,circulatory system,MS - Mitral stenosis,79619009,2
Cerebral aneurysm,433.5,circulatory system,Ischaemic stroke,422504002,5
Cerebral aneurysm,433.5,circulatory system,Communicable disease,191415002,1
Cerebral aneurysm,433.5,circulatory system,Autonomic dysreflexia,129618003,2
Cerebral aneurysm,433.5,circulatory system,Bacterial pneumonia,53084003,1
Cerebral aneurysm,433.5,circulatory system,Breathlessness lying flat,62744007,1
Cerebral aneurysm,433.5,circulatory system,Nystagmus,563001,3
Cerebral aneurysm,433.5,circulatory system,High cholesterol,13644009,4
Cerebral aneurysm,433.5,circulatory system,CVA - Cerebrovascular accident,230690007,5
Abdominal aortic aneurysm,442.11,circulatory system,Croup,71186008,4
Abdominal aortic aneurysm,442.11,circulatory system,Cardiac ischemia,414795007,4
Abdominal aortic aneurysm,442.11,circulatory system,ACS - Acute coronary syndrome,394659003,4
Abdominal aortic aneurysm,442.11,circulatory system,Arrhythmia,44808001,4
Abdominal aortic aneurysm,442.11,circulatory system,Cardiac infarction,22298006,4
Abdominal aortic aneurysm,442.11,circulatory system,Odynophagia,30233002,4
Abdominal aortic aneurysm,442.11,circulatory system,Ischaemia,52674009,5
Abdominal aortic aneurysm,442.11,circulatory system,CCF - Congestive cardiac failure,42343007,2
Abdominal aortic aneurysm,442.11,circulatory system,Laceration,312608009,5
Abdominal aortic aneurysm,442.11,circulatory system,ASHD - Atherosclerotic heart disease,53741008,5
Abdominal aortic aneurysm,442.11,circulatory system,Eosinophilic esophagitis,235599003,1
Abdominal aortic aneurysm,442.11,circulatory system,Peripheral arterial disease,399957001,4
Abdominal aortic aneurysm,442.11,circulatory system,FGR - Fetal growth retardation,22033007,1
Abdominal aortic aneurysm,442.11,circulatory system,RAS - Renal artery stenosis,302233006,3
Abdominal aortic aneurysm,442.11,circulatory system,Hyperphosphataemia,20165001,2
Abdominal aortic aneurysm,442.11,circulatory system,Inflammatory disorder of tendon,34840004,1
Abdominal aortic aneurysm,442.11,circulatory system,Hanot's cirrhosis,31712002,1
Abdominal aortic aneurysm,442.11,circulatory system,At risk of CHD,315016007,2
Abdominal aortic aneurysm,442.11,circulatory system,Hospice care,385763009,1
Abdominal aortic aneurysm,442.11,circulatory system,Body fluid retention,43498006,1
Abdominal aortic aneurysm,442.11,circulatory system,High cholesterol,13644009,5
Abdominal aortic aneurysm,442.11,circulatory system,Cardiac disorder,56265001,4
Abdominal aortic aneurysm,442.11,circulatory system,Reading disorder,52824009,1
Abdominal aortic aneurysm,442.11,circulatory system,Obesity,414916001,2
Abdominal aortic aneurysm,442.11,circulatory system,AP - Angina pectoris,194828000,2
Abdominal aortic aneurysm,442.11,circulatory system,VAD - Vascular dementia,56267009,2
Abdominal aortic aneurysm,442.11,circulatory system,Excision of larynx,72791001,1
Abdominal aortic aneurysm,442.11,circulatory system,Lobular glomerulonephritis,80321008,1
Abdominal aortic aneurysm,442.11,circulatory system,GF - Glandular fever,271558008,1
Abdominal aortic aneurysm,442.11,circulatory system,Essential hypertension,59621000,5
Emphysema,496.1,respiratory,Pressure in chest,23924001,4
Emphysema,496.1,respiratory,COR - Chronic cor pulmonale,79955004,4
Emphysema,496.1,respiratory,Abrasion of skin,37236007,1
Emphysema,496.1,respiratory,Interstitial lung disease,64667001,3
Emphysema,496.1,respiratory,Arterial hypoxaemia,389087006,4
Emphysema,496.1,respiratory,NS - Neck stiffness,161882006,1
Emphysema,496.1,respiratory,SAH - Subarachnoid haemorrhage,21454007,1
Emphysema,496.1,respiratory,Wheeze,56018004,5
Emphysema,496.1,respiratory,Lung function tests,23426006,5
Emphysema,496.1,respiratory,Aspiration pneumonia,422588002,4
Emphysema,496.1,respiratory,Cold sore,1475003,3
Emphysema,496.1,respiratory,Cryptogenic fibrosing alveolitis,700250006,3
Emphysema,496.1,respiratory,Cor pulmonale,83291003,4
Emphysema,496.1,respiratory,"EPH - Edema, proteinuria and hypertension of pregnancy",46764007,1
Emphysema,496.1,respiratory,Bronchial endoscopy,10847001,5
Emphysema,496.1,respiratory,Diffuse parenchymal lung disease,233703007,4
Emphysema,496.1,respiratory,Coughing up blood,66857006,3
Emphysema,496.1,respiratory,Mechanical ventilation,40617009,3
Emphysema,496.1,respiratory,Crowding of teeth,12351004,1
Emphysema,496.1,respiratory,HCL - Hairy cell leukaemia,118613001,1
Emphysema,496.1,respiratory,Premature menopause,373717006,1
Emphysema,496.1,respiratory,Excision of spleen tissue,234319005,1
Emphysema,496.1,respiratory,Synovitis,416209007,1
Emphysema,496.1,respiratory,Mediastinal emphysema,16838000,1
Emphysema,496.1,respiratory,Pleural pain,2237002,2
Emphysema,496.1,respiratory,Crepitant rales,48409008,3
Emphysema,496.1,respiratory,Neoplasm of kidney,126880001,1
Emphysema,496.1,respiratory,Restrictive lung disease,36485005,2
Emphysema,496.1,respiratory,HB - Heart block,233916004,2
Emphysema,496.1,respiratory,Tracheomalacia,95434006,3
Bronchiectasis,496.3,respiratory,Infection by Trichomonas,56335008,1
Bronchiectasis,496.3,respiratory,MRSA - Multiple-resistant Staphylococcus aureus infection,282028001,3
Bronchiectasis,496.3,respiratory,Coccidioidomycosis,60826002,1
Bronchiectasis,496.3,respiratory,Pleurisy,196075003,2
Bronchiectasis,496.3,respiratory,AD - Alzheimer's disease,26929004,1
Bronchiectasis,496.3,respiratory,OSA - Obstructive sleep apnea,78275009,1
Bronchiectasis,496.3,respiratory,Solitary nodule of lung,427359005,3
Bronchiectasis,496.3,respiratory,HAV - Hallux abductovalgus,122480009,1
Bronchiectasis,496.3,respiratory,DLE - Discoid lupus erythematosus,200938002,4
Bronchiectasis,496.3,respiratory,Congenital cataract,79410001,1
Bronchiectasis,496.3,respiratory,Eosinophilic esophagitis,235599003,1
Bronchiectasis,496.3,respiratory,Hypothyroid,40930008,1
Bronchiectasis,496.3,respiratory,Emphysema of lung,87433001,3
Bronchiectasis,496.3,respiratory,Chest cold,50417007,3
Bronchiectasis,496.3,respiratory,Recurrent corneal erosion,2055003,1
Bronchiectasis,496.3,respiratory,Cryptogenic fibrosing alveolitis,700250006,3
Bronchiectasis,496.3,respiratory,Endocarditis,56819008,1
Bronchiectasis,496.3,respiratory,CCM - Congestive cardiomyopathy,399020009,2
Bronchiectasis,496.3,respiratory,Benign lymphogranulomatosis of Schaumann,31541009,1
Bronchiectasis,496.3,respiratory,Drug abuse,26416006,1
Bronchiectasis,496.3,respiratory,Psychogenic seizures,191714002,1
Bronchiectasis,496.3,respiratory,Diabetic macular edema,312912001,1
Bronchiectasis,496.3,respiratory,Breathless,267036007,4
Bronchiectasis,496.3,respiratory,Histoplasmosis,12962009,4
Bronchiectasis,496.3,respiratory,Crepitant rales,48409008,4
Bronchiectasis,496.3,respiratory,PTB - Pulmonary tuberculosis,154283005,4
Bronchiectasis,496.3,respiratory,Dislocation of glenohumeral joint,417076003,1
Bronchiectasis,496.3,respiratory,Interstitial lung disease,64667001,5
Bronchiectasis,496.3,respiratory,Mechanical ventilation,40617009,3
Bronchiectasis,496.3,respiratory,Infection due to Methicillin resistant Staphylococcus aureus,266096002,3
Bronchiectasis,496.3,respiratory,Tuberculosis of lymph node,10893003,3
Bronchiectasis,496.3,respiratory,OM - Otitis media,65363002,1
Bronchiectasis,496.3,respiratory,Atypical pneumonia,233606009,3
Bronchiectasis,496.3,respiratory,Empyema,312682007,4
Bronchiectasis,496.3,respiratory,Disorder of eye,371409005,1
Bronchiectasis,496.3,respiratory,Lymphoproliferative disorder,277466009,1
Bronchiectasis,496.3,respiratory,Diffuse parenchymal lung disease,233703007,2
Bronchiectasis,496.3,respiratory,Excessive upper gastrointestinal gas,162076009,1
Regional enteritis,555.1,digestive,AA - Alcohol abuse,15167005,1
Regional enteritis,555.1,digestive,AP - Abdominal pain,21522001,5
Regional enteritis,555.1,digestive,Bloody diarrhea,95545007,5
Regional enteritis,555.1,digestive,Disease of intestine,85919009,5
Regional enteritis,555.1,digestive,Diverticulitis,307496006,4
Regional enteritis,555.1,digestive,SPL - Spondylolisthesis,274152003,1
Regional enteritis,555.1,digestive,Blood in stool,2901004,5
Regional enteritis,555.1,digestive,CCA - Cardiac catheterisation,41976001,1
Regional enteritis,555.1,digestive,Odynophagia,30233002,4
Regional enteritis,555.1,digestive,LP - Lumbar puncture,277762005,1
Regional enteritis,555.1,digestive,Bruit,70466008,1
Regional enteritis,555.1,digestive,"Diarrheal disease, NOS",43240000,5
Regional enteritis,555.1,digestive,Nephroblastoma,302849000,1
Regional enteritis,555.1,digestive,Belching,271834000,3
Regional enteritis,555.1,digestive,Intestinal ischaemia,82196007,5
Regional enteritis,555.1,digestive,SBO - Small bowel obstruction,281255004,5
Regional enteritis,555.1,digestive,Hepatic failure,59927004,3
Regional enteritis,555.1,digestive,FOS - Fiberoptic sigmoidoscopy,44441009,5
Regional enteritis,555.1,digestive,Gastric bleeding,61401005,4
Regional enteritis,555.1,digestive,Proctitis,3951002,4
Regional enteritis,555.1,digestive,AG - Atrophic gastritis,84568007,3
Regional enteritis,555.1,digestive,Gastric catarrh,4556007,2
Regional enteritis,555.1,digestive,Central hyperalimentation,225372007,2
Regional enteritis,555.1,digestive,Carcinoma of cervix,285432005,1
Regional enteritis,555.1,digestive,Hepatomegaly,80515008,2
Regional enteritis,555.1,digestive,CGL - Chronic granulocytic leukaemia,92818009,1
Regional enteritis,555.1,digestive,PHT - Pulmonary hypertension,70995007,1
Regional enteritis,555.1,digestive,CD - Celiac disease,396331005,3
Regional enteritis,555.1,digestive,Excessive upper gastrointestinal gas,162076009,3
Regional enteritis,555.1,digestive,GE - Gastroenteritis,25374005,3
Regional enteritis,555.1,digestive,Abdomen feels bloated,116289008,4
Regional enteritis,555.1,digestive,Ecchymosis,302227002,1
Regional enteritis,555.1,digestive,Lower paraplegia,60389000,1
Regional enteritis,555.1,digestive,Hydatid mole,417044008,1
Ulcerative colitis (chronic),555.21,digestive,BDR - Background diabetic retinopathy,390834004,1
Ulcerative colitis (chronic),555.21,digestive,SIGGY - Sigmoidoscopy,24420007,5
Ulcerative colitis (chronic),555.21,digestive,SBO - Small bowel obstruction,281255004,2
Ulcerative colitis (chronic),555.21,digestive,Excessive upper gastrointestinal gas,162076009,4
Ulcerative colitis (chronic),555.21,digestive,AK - Actinic keratosis,46795000,1
Ulcerative colitis (chronic),555.21,digestive,Adaptive colitis,10743008,3
Ulcerative colitis (chronic),555.21,digestive,FOS - Fiberoptic sigmoidoscopy,44441009,5
Ulcerative colitis (chronic),555.21,digestive,Central hyperalimentation,225372007,3
Ulcerative colitis (chronic),555.21,digestive,Deep vein thrombosis of portal vein,17920008,1
Ulcerative colitis (chronic),555.21,digestive,Blood in stool,2901004,5
Ulcerative colitis (chronic),555.21,digestive,Lymphoma,118600007,4
Ulcerative colitis (chronic),555.21,digestive,Abdomen feels bloated,116289008,5
Ulcerative colitis (chronic),555.21,digestive,Noise in ears,60862001,1
Ulcerative colitis (chronic),555.21,digestive,BRBPR,405729008,5
Ulcerative colitis (chronic),555.21,digestive,Connective tissue disease,105969002,1
Ulcerative colitis (chronic),555.21,digestive,Brachial plexus injury,6836001,1
Ulcerative colitis (chronic),555.21,digestive,Breast cancer screening,268547008,1
Ulcerative colitis (chronic),555.21,digestive,Disease of intestine,85919009,5
Ulcerative colitis (chronic),555.21,digestive,Osteotomy,150062003,1
Ulcerative colitis (chronic),555.21,digestive,GU - Gastric ulcer,397825006,2
Ulcerative colitis (chronic),555.21,digestive,Gastric catarrh,4556007,1
Ulcerative colitis (chronic),555.21,digestive,Belching,271834000,4
Ulcerative colitis (chronic),555.21,digestive,Parasomnia,58690002,4
Ulcerative colitis (chronic),555.21,digestive,GE - Gastroenteritis,25374005,3
Ulcerative colitis (chronic),555.21,digestive,CD - Celiac disease,396331005,4
Ulcerative colitis (chronic),555.21,digestive,Ileus,81060008,5
Ulcerative colitis (chronic),555.21,digestive,Pyelonephritis,45816000,1
Ulcerative colitis (chronic),555.21,digestive,Croup,71186008,1
Ulcerative colitis (chronic),555.21,digestive,Swelling of scrotum,271687003,1
Ulcerative colitis (chronic),555.21,digestive,Gastric bleeding,61401005,1
Ulcerative colitis (chronic),555.21,digestive,GI - Gastrointestinal bleed,74474003,4
Ulcerative colitis (chronic),555.21,digestive,Angiopathy,27550009,3
Ulcerative colitis (chronic),555.21,digestive,Diverticulitis,307496006,3
Ulcerative colitis (chronic),555.21,digestive,MD - Meckel's diverticulum,37373007,1
Ulcerative colitis (chronic),555.21,digestive,Hyperhidrosis,312230002,4
Ulcerative colitis (chronic),555.21,digestive,"EPH - Edema, proteinuria and hypertension of pregnancy",398254007,1
Cirrhosis of liver without mention of alcohol,571.51,digestive,Transient ischemic attack,266257000,1
Cirrhosis of liver without mention of alcohol,571.51,digestive,Pain in vagina,38343000,1
Cirrhosis of liver without mention of alcohol,571.51,digestive,Chronic hepatitis C,128302006,5
Cirrhosis of liver without mention of alcohol,571.51,digestive,SBO - Small bowel obstruction,281255004,2
Cirrhosis of liver without mention of alcohol,571.51,digestive,Bile stasis,33688009,4
Cirrhosis of liver without mention of alcohol,571.51,digestive,Recurrent corneal erosion,2055003,1
Cirrhosis of liver without mention of alcohol,571.51,digestive,Ankle injury,125603006,1
Cirrhosis of liver without mention of alcohol,571.51,digestive,Abdomen distended,60728008,5
Cirrhosis of liver without mention of alcohol,571.51,digestive,AH - Alcoholic hepatitis,235875008,5
Cirrhosis of liver without mention of alcohol,571.51,digestive,Atheromatosis,38716007,3
Cirrhosis of liver without mention of alcohol,571.51,digestive,Alcohol withdrawal syndrome,191480000,5
Cirrhosis of liver without mention of alcohol,571.51,digestive,Hallucination,7011001,4
Cirrhosis of liver without mention of alcohol,571.51,digestive,Inflammation of pancreas,75694006,3
Cirrhosis of liver without mention of alcohol,571.51,digestive,AP - Acute pancreatitis,197456007,3
Cirrhosis of liver without mention of alcohol,571.51,digestive,Right upper quadrant pain,301717006,5
Cirrhosis of liver without mention of alcohol,571.51,digestive,Sclerosing cholangitis,235917005,4
Cirrhosis of liver without mention of alcohol,571.51,digestive,Difficulty sleeping,301345002,4
Cirrhosis of liver without mention of alcohol,571.51,digestive,Balloon angioplasty of coronary artery,11101003,1
Cirrhosis of liver without mention of alcohol,571.51,digestive,Endogenous hypertriglyceridaemia,275598004,3
Cirrhosis of liver without mention of alcohol,571.51,digestive,Hepatitis A,40468003,2
Cirrhosis of liver without mention of alcohol,571.51,digestive,Mechanical vitrectomy by pars plana approach,87021001,1
Cirrhosis of liver without mention of alcohol,571.51,digestive,Abrasion of skin,37236007,2
Cirrhosis of liver without mention of alcohol,571.51,digestive,Rickets,41345002,3
Cirrhosis of liver without mention of alcohol,571.51,digestive,Idiopathic Parkinson's disease,49049000,1
Cirrhosis of liver without mention of alcohol,571.51,digestive,ERCP,386718000,3
Cirrhosis of liver without mention of alcohol,571.51,digestive,Acetaminophen overdose,295124009,5
Cirrhosis of liver without mention of alcohol,571.51,digestive,Tinea cruris,399029005,1
